NAME,DATE,TAVG,TMAX,TMIN,PRCP,HAVG
Hita city,2024-1-1,6.6,11.8,1.6,0,89
Hita city,2024-1-2,6,15.2,-0.3,0,82
Hita city,2024-1-3,6.3,8.8,3.9,6,92
Hita city,2024-1-4,5.1,11.5,1.1,1,85
Hita city,2024-1-5,4.8,14.3,-1.8,0,87
Hita city,2024-1-6,6.8,12.9,2.1,1.5,91
Hita city,2024-1-7,3.6,9,-0.4,0,75
Hita city,2024-1-8,2.5,9.6,-2.9,0,73
Hita city,2024-1-9,4.4,13.1,-2.9,0,79
Hita city,2024-1-10,6.3,10.5,4.3,3,93
Hita city,2024-1-11,6.9,13.3,2.9,0,84
Hita city,2024-1-12,7.5,13.2,4,0,81
Hita city,2024-1-13,5.1,13.3,0.8,0,78
Hita city,2024-1-14,5.1,15.1,-2.3,0,71
Hita city,2024-1-15,6.8,12.7,2,3.5,79
Hita city,2024-1-16,4.3,12.4,-1,0,77
Hita city,2024-1-17,6.7,16.3,-1.1,0,80
Hita city,2024-1-18,11.2,16.6,6.8,2.5,93
Hita city,2024-1-19,11.3,12.6,9.7,4,90
Hita city,2024-1-20,10.7,13,9.3,7.5,87
Hita city,2024-1-21,9.9,13.2,5.2,13,88
Hita city,2024-1-22,3.6,6.2,1.5,1,85
Hita city,2024-1-23,0.6,3.4,-1.5,3.5,75
Hita city,2024-1-24,0.3,3.1,-2.2,0.5,75
Hita city,2024-1-25,1.6,7.1,-1.8,0,73
Hita city,2024-1-26,1.9,9.8,-4.1,0,77
Hita city,2024-1-27,2.4,11.1,-3.5,0,82
Hita city,2024-1-28,3.2,8,0.6,0.5,92
Hita city,2024-1-29,3.5,11.9,-1.2,0,83
Hita city,2024-1-30,4.6,11.7,-2,0,77
Hita city,2024-1-31,9,13.6,5.3,6,96
Hita city,2024-2-1,10.4,11.7,8.9,4,95
Hita city,2024-2-2,7.7,10.6,3.2,0,84
Hita city,2024-2-3,4.9,7.2,2.5,8.5,87
Hita city,2024-2-4,7.9,11,5.4,2,87
Hita city,2024-2-5,9.1,13.3,7,17,93
Hita city,2024-2-6,6.4,11.1,1.5,0,87
Hita city,2024-2-7,6,11,2.7,0.5,90
Hita city,2024-2-8,5.4,12.2,0.8,0,78
Hita city,2024-2-9,5.6,13.3,-1,0,76
Hita city,2024-2-10,5.2,11.4,0.7,0,72
Hita city,2024-2-11,5.4,10.9,-1.2,0,66
Hita city,2024-2-12,7.1,14.7,0.8,0,65
Hita city,2024-2-13,7.3,18.3,-1.8,0,75
Hita city,2024-2-14,10.1,19.7,3.5,0,86
Hita city,2024-2-15,13,19,8.5,0.5,89
Hita city,2024-2-16,8.4,12.5,2.5,0,64
Hita city,2024-2-17,7.2,17.7,-1.2,0,72
Hita city,2024-2-18,11.8,23,0.6,0,64
Hita city,2024-2-19,16.3,21.7,13.3,34,90
Hita city,2024-2-20,15.6,19.5,14.4,0,94
Hita city,2024-2-21,13.1,14.7,11.7,48.5,98
Hita city,2024-2-22,9.7,11.9,8,11.5,95
Hita city,2024-2-23,8.2,10.2,6,2,81
Hita city,2024-2-24,7.2,10.7,4.7,0,62
Hita city,2024-2-25,8.2,12.3,5.6,2,83
Hita city,2024-2-26,7.7,12.1,5.1,0.5,85
Hita city,2024-2-27,6.3,11.3,1.5,0,64
Hita city,2024-2-28,6.4,14.8,-1,0,67
Hita city,2024-2-29,7.9,9.8,6.1,13.5,92
Hita city,2024-3-1,7.9,12.5,3.3,1,72
Hita city,2024-3-2,3.3,8.2,-1.5,0,60
Hita city,2024-3-3,3.7,10.6,-3.6,0,74
Hita city,2024-3-4,9,17.1,2.6,1.5,71
Hita city,2024-3-5,10.2,12.2,8.3,21.5,96
Hita city,2024-3-6,9.3,11.4,5.5,0.5,80
Hita city,2024-3-7,8.2,14.6,1.6,0,72
Hita city,2024-3-8,7.7,12.3,3.5,0.5,61
Hita city,2024-3-9,5,11.8,0,0,69
Hita city,2024-3-10,5.8,15.2,-1.9,0,65
Hita city,2024-3-11,8.4,18.5,-0.8,4.5,75
Hita city,2024-3-12,9.5,14.8,5,22.5,84
Hita city,2024-3-13,8.6,15.5,4.5,2.5,74
Hita city,2024-3-14,9.2,17.6,3.3,0,72
Hita city,2024-3-15,9.8,20,1,0,67
Hita city,2024-3-16,11.4,22.5,1.3,0,60
Hita city,2024-3-17,10.5,12.5,8.4,6,94
Hita city,2024-3-18,10.5,16.9,6.2,0,70
Hita city,2024-3-19,10.4,15.1,6.3,0,69
Hita city,2024-3-20,7.5,11.4,2.7,0,49
Hita city,2024-3-21,6.5,13.8,1.2,0,66
Hita city,2024-3-22,9.8,20.1,-0.5,0,59
Hita city,2024-3-23,17.4,21.2,11.5,11,83
Hita city,2024-3-24,15.7,16.9,14.5,62,96
Hita city,2024-3-25,14.2,15.5,12.9,22.5,98
Hita city,2024-3-26,12.4,17.8,9.2,31.5,86
Hita city,2024-3-27,12.4,19.3,8.4,0,58
Hita city,2024-3-28,12.9,15.6,9.2,7,81
Hita city,2024-3-29,17.1,23.8,12.6,0.5,61
Hita city,2024-3-30,17.9,25.2,12.1,0,57
Hita city,2024-3-31,16.8,22.6,10.9,0,80
Hita city,2024-4-1,18.1,24.8,11.6,0,64
Hita city,2024-4-2,16.4,25.9,8.2,2,66
Hita city,2024-4-3,18.1,24.9,13.1,53,92
Hita city,2024-4-4,15.8,19.2,13.7,3.5,87
Hita city,2024-4-5,15.5,20,11.7,0,79
Hita city,2024-4-6,14.9,21.7,9.8,6,89
Hita city,2024-4-7,18.4,23.3,14.7,1.5,81
Hita city,2024-4-8,17.7,21.8,13.8,24,90
Hita city,2024-4-9,14.1,19.3,8.8,5.5,75
Hita city,2024-4-10,13.5,22.5,6.3,0,57
Hita city,2024-4-11,15,22.4,7.7,0,71
Hita city,2024-4-12,19.2,26,13.6,0,62
Hita city,2024-4-13,18.4,27.4,11.8,0,61
Hita city,2024-4-14,19.5,29.8,9.3,0,58
Hita city,2024-4-15,16.9,19.6,14.5,18.5,80
Hita city,2024-4-16,19,28.6,12.8,0,84
Hita city,2024-4-17,19.8,26.8,14.6,0,68
Hita city,2024-4-18,18.2,25.4,12.1,0,64
Hita city,2024-4-19,18,27.2,8.5,0,60
Hita city,2024-4-20,16,20.8,12.8,4.5,83
Hita city,2024-4-21,17.9,20.6,15.5,23,97
Hita city,2024-4-22,17.8,20.9,16.2,1.5,95
Hita city,2024-4-23,18.2,22,15.8,1,91
Hita city,2024-4-24,18,23,12.3,0.5,85
Hita city,2024-4-25,17.6,26.4,10.2,0,72
Hita city,2024-4-26,17.7,21.4,13.4,0,84
Hita city,2024-4-27,18.7,23.2,16.5,7,91
Hita city,2024-4-28,22,29.1,16.3,0,78
Hita city,2024-4-29,21.1,26.2,18.9,44,93
Hita city,2024-4-30,18.8,21,16.8,2.5,94
Hita city,2024-5-1,16,18.4,12.8,3.5,90
Hita city,2024-5-2,15,21.6,9.4,0,70
Hita city,2024-5-3,19.1,28.2,10.8,0,69
Hita city,2024-5-4,21.7,30,13,0,67
Hita city,2024-5-5,22.1,27.5,16.5,0,56
Hita city,2024-5-6,21,25.9,18.2,10.5,86
Hita city,2024-5-7,18.9,23.3,15.6,0,73
Hita city,2024-5-8,15.1,17.8,11.7,0,75
Hita city,2024-5-9,16,23.9,8.5,0,56
Hita city,2024-5-10,18.4,29.7,7.9,0,55
Hita city,2024-5-11,20.4,28.6,11.9,0,64
Hita city,2024-5-12,19.7,21.1,18.4,26,90
Hita city,2024-5-13,18.8,24.9,12.3,3.5,65
Hita city,2024-5-14,19,29.8,9,0,57
Hita city,2024-5-15,18.6,26.8,11.5,0,64
Hita city,2024-5-16,18,24,13.4,0,45
Hita city,2024-5-17,20,29,11.5,0,52
Hita city,2024-5-18,20.9,32.6,10.2,0,53
Hita city,2024-5-19,20.3,30,11.1,0,60
Hita city,2024-5-20,21.5,30.5,13,0,61
Hita city,2024-5-21,23,32.7,14.8,0,59
Hita city,2024-5-22,21.7,26.9,17,0,71
Hita city,2024-5-23,23,27.9,19.1,0,73
Hita city,2024-5-24,23.1,29.5,18,0,71
Hita city,2024-5-25,23,31.1,16,0,63
Hita city,2024-5-26,23.7,32.3,15.8,15,66
Hita city,2024-5-27,22.4,25.2,20.2,45.5,95
Hita city,2024-5-28,16.6,20.6,14.2,120.5,93
Hita city,2024-5-29,19.9,28.3,12.6,0,63
Hita city,2024-5-30,20,28.1,10.5,0,62
Hita city,2024-5-31,18.6,23.6,15.2,6.5,87
Hita city,2024-6-1,21,30,14.6,0,71
Hita city,2024-6-2,19.6,26.5,15.2,0,72
Hita city,2024-6-3,19.1,25.6,13.6,0,70
Hita city,2024-6-4,19.7,26.8,13.4,0,67
Hita city,2024-6-5,21.4,29.4,13.7,0,64
Hita city,2024-6-6,20.9,29.1,16.9,0,73
Hita city,2024-6-7,22.8,29.5,17.5,0,68
Hita city,2024-6-8,21.7,26.6,18.5,4.5,76
Hita city,2024-6-9,22,27.1,19.2,10.5,86
Hita city,2024-6-10,24.3,30.4,20.2,0.5,79
Hita city,2024-6-11,25.4,32.6,19.5,0,72
Hita city,2024-6-12,25.7,32.9,21.6,0,71
Hita city,2024-6-13,26.6,34.4,19.2,0,61
Hita city,2024-6-14,26.6,34.3,19.9,0,63
Hita city,2024-6-15,26.2,31.9,20.3,0,69
Hita city,2024-6-16,26.9,33.1,21.7,0,69
Hita city,2024-6-17,23.3,28.6,18.3,26.5,81
Hita city,2024-6-18,23.9,31.6,18,34,77
Hita city,2024-6-19,25.2,34.2,17.5,0,71
Hita city,2024-6-20,21.2,23.1,20.1,45.5,93
Hita city,2024-6-21,25,31.3,20.1,21,84
Hita city,2024-6-22,25.4,29.1,22.4,9,90
Hita city,2024-6-23,26.7,28.9,24.4,18.5,87
Hita city,2024-6-24,24.9,29.3,22.9,4.5,87
Hita city,2024-6-25,23.8,27.6,21.8,1,87
Hita city,2024-6-26,22.4,24.8,20.9,8.5,94
Hita city,2024-6-27,22.4,24.3,21.1,40.5,98
Hita city,2024-6-28,24.1,27.3,21.2,10,93
Hita city,2024-6-29,25.1,28.6,22.5,7,92
Hita city,2024-6-30,27.5,30.7,24.5,54,83
Hita city,2024-7-1,25.3,26.6,23.6,206.5,96
Hita city,2024-7-2,26.4,32.3,23.3,10,92
Hita city,2024-7-3,28.8,34.7,24.2,0.5,79
Hita city,2024-7-4,28,31.8,24.7,0,77
Hita city,2024-7-5,28.4,34.3,23.1,0,78
Hita city,2024-7-6,30.7,35.3,26.9,0,67
Hita city,2024-7-7,30.2,35.1,26,0,70
Hita city,2024-7-8,30.6,35.5,27.9,0,67
Hita city,2024-7-9,30.2,34.9,26.5,0,67
Hita city,2024-7-10,28.5,31.7,25.5,4.5,77
Hita city,2024-7-11,25.3,29.2,22.8,52.5,91
Hita city,2024-7-12,25.7,31.1,21.9,14,83
Hita city,2024-7-13,25.3,30.6,22.6,17.5,91
Hita city,2024-7-14,23.7,24.9,22.8,36.5,98
Hita city,2024-7-15,24.3,28.8,22.4,68.5,92
Hita city,2024-7-16,25.9,32.5,23,13.5,91
Hita city,2024-7-17,28.5,35.6,23.2,0,77
Hita city,2024-7-18,28.6,34.1,23,0,77
Hita city,2024-7-19,30.6,36,26,0,70
Hita city,2024-7-20,31.1,37,26.8,0,68
Hita city,2024-7-21,28.4,34.3,25.1,5,84
Hita city,2024-7-22,30.4,37,25.1,0,73
Hita city,2024-7-23,30.7,36.4,25.6,0,71
Hita city,2024-7-24,29.7,35.1,25.6,0,75
Hita city,2024-7-25,28.6,39,25.3,15,85
Hita city,2024-7-26,28,37.3,24.5,4,84
Hita city,2024-7-27,30.8,37.5,24.3,0,73
Hita city,2024-7-28,31,36.8,25.3,0,71
Hita city,2024-7-29,30.5,36.4,24.8,0,72
Hita city,2024-7-30,30.6,37.4,25.5,0,71
Hita city,2024-7-31,30.5,37.4,25,0,71
Hita city,2024-8-1,31.5,38,26.1,0,71
Hita city,2024-8-2,32.1,38.2,27.5,0,69
Hita city,2024-8-3,32,39.3,26.5,0,71
Hita city,2024-8-4,31.1,38.2,27.8,1.5,79
Hita city,2024-8-5,30.1,39.3,26.6,6.5,82
Hita city,2024-8-6,29.9,37.3,26,1.5,80
Hita city,2024-8-7,30.3,38.3,25.2,0,70
Hita city,2024-8-8,30.7,38.8,24.6,0,69
Hita city,2024-8-9,28.8,37.5,24.8,5,80
Hita city,2024-8-10,29.8,37.1,24.9,0,72
Hita city,2024-8-11,30,38.1,24.2,0,68
Hita city,2024-8-12,29.4,37.4,23.6,0,68
Hita city,2024-8-13,30,37.1,24.3,0,68
Hita city,2024-8-14,28.8,38.4,24.4,15.5,76
Hita city,2024-8-15,28,37.7,23.8,14,82
Hita city,2024-8-16,29.2,36.6,24.2,0,78
Hita city,2024-8-17,30,36.4,25.3,0,73
Hita city,2024-8-18,29.2,37.6,24.8,4.5,80
Hita city,2024-8-19,28.5,32.9,25.5,1.5,82
Hita city,2024-8-20,30.6,38.3,24.9,0,75
Hita city,2024-8-21,30.1,37.5,25.8,2,76
Hita city,2024-8-22,30.6,37.6,25.1,0,74
Hita city,2024-8-23,31.1,37.3,26.6,0,72
Hita city,2024-8-24,28.7,36.8,25.7,30.5,84
Hita city,2024-8-25,27.2,34.2,25.1,0,86
Hita city,2024-8-26,29.4,36.6,23.3,0,71
Hita city,2024-8-27,29.9,36.2,24.9,0,69
Hita city,2024-8-28,26.3,27.8,24.9,16,86
Hita city,2024-8-29,25.5,26.8,24.6,130.5,94
Hita city,2024-8-30,25.8,27.2,24.8,36.5,97
Hita city,2024-8-31,27.8,33.6,22.2,4.5,79
Hita city,2024-9-1,26.9,35.3,20.2,0,75
Hita city,2024-9-2,27.5,34,21.9,0,76
Hita city,2024-9-3,27.1,33.1,22.9,1.5,76
Hita city,2024-9-4,27.5,34.1,22.4,0,76
Hita city,2024-9-5,27.9,35.5,21.7,0,72
Hita city,2024-9-6,28.8,36,23.3,0,74
Hita city,2024-9-7,28.8,36,24.1,2.5,76
Hita city,2024-9-8,28.9,36.3,23.4,0,70
Hita city,2024-9-9,28.8,36.1,22.2,0,65
Hita city,2024-9-10,29.6,36.2,24.8,0,73
Hita city,2024-9-11,30.4,37.8,26.7,0,72
Hita city,2024-9-12,29.4,37.4,24.3,0,74
Hita city,2024-9-13,29.6,37,24,0,69
Hita city,2024-9-14,28.6,34.8,22.2,0,72
Hita city,2024-9-15,29.4,36.9,26.3,4.5,81
Hita city,2024-9-16,28.3,37,24.4,20,85
Hita city,2024-9-17,29.1,36.1,23.8,0,77
Hita city,2024-9-18,29.3,37.1,23,0,73
Hita city,2024-9-19,30.2,37.1,23.9,0,71
Hita city,2024-9-20,29.8,35.7,25.1,0,75
Hita city,2024-9-21,28.7,32.3,25.4,0,77
Hita city,2024-9-22,24.9,29.8,22.5,153,93
Hita city,2024-9-23,23.6,28,18.9,0,73
Hita city,2024-9-24,24.1,31.4,17.1,0,75
Hita city,2024-9-25,25.3,30.7,22.7,1,78
Hita city,2024-9-26,26,32.9,20.9,0,75
Hita city,2024-9-27,25.6,33,19.9,0,72
Hita city,2024-9-28,25.9,31.3,22.3,0,79
Hita city,2024-9-29,25.2,31.1,21.2,0,75
Hita city,2024-9-30,24.5,32.4,19.8,22.5,82
Hita city,2024-10-1,24.3,31,19.8,0,82
Hita city,2024-10-2,19.7,22.6,18.1,31.5,96
Hita city,2024-10-3,20.5,23,18.1,3,94
Hita city,2024-10-4,21.8,26.7,19,3,81
Hita city,2024-10-5,22.8,26.7,18.6,0,81
Hita city,2024-10-6,25,30.5,20.8,2,82
Hita city,2024-10-7,21.2,22.3,19.9,19.5,98
Hita city,2024-10-8,20.5,23.9,18.6,0.5,90
Hita city,2024-10-9,20.2,26.1,16.5,0,78
Hita city,2024-10-10,19.7,27.1,14.4,0,79
Hita city,2024-10-11,19.1,26.7,14.1,0,73
Hita city,2024-10-12,18.4,27.5,11.9,0,72
Hita city,2024-10-13,19.1,28.1,10.5,0,75
Hita city,2024-10-14,21.3,26.1,16.7,0,80
Hita city,2024-10-15,24.2,30.3,20.2,0,77
Hita city,2024-10-16,24.1,30,20.8,0,82
Hita city,2024-10-17,23.3,28.1,18.9,0,85
Hita city,2024-10-18,25.4,31.9,20.4,0,81
Hita city,2024-10-19,23.2,27.1,18.5,25,90
Hita city,2024-10-20,17.6,20.7,15.5,0,70
Hita city,2024-10-21,20.4,26.6,14.8,0,80
Hita city,2024-10-22,21.2,22.7,19.7,31.5,93
Hita city,2024-10-23,19.2,23.5,14.8,6,90
Hita city,2024-10-24,17.2,23,12.2,0,82
Hita city,2024-10-25,19.3,25,13.7,0,82
Hita city,2024-10-26,20.1,23.6,17.5,2,91
Hita city,2024-10-27,21.4,28.3,17.9,2,87
Hita city,2024-10-28,19.1,23.8,16.7,3.5,83
Hita city,2024-10-29,18.3,19.1,16.9,4,91
Hita city,2024-10-30,18,24.3,14,0,80
Hita city,2024-10-31,16.8,19.3,14.4,0,87
Hita city,2024-11-1,18.3,20.1,16.4,20.5,97
Hita city,2024-11-2,20,22.6,16.8,101.5,93
Hita city,2024-11-3,17.7,23.8,12.1,0,75
Hita city,2024-11-4,16.5,25.9,9.7,0,84
Hita city,2024-11-5,17.2,24.1,13.2,0,82
Hita city,2024-11-6,14.1,20.2,9,0,76
Hita city,2024-11-7,12.9,20.6,7,0,76
Hita city,2024-11-8,13.9,20.6,8.3,0,75
Hita city,2024-11-9,16.7,21.7,12.4,0,79
Hita city,2024-11-10,16.9,20.1,14.4,13,92
Hita city,2024-11-11,17.6,23.2,13.4,0.5,90
Hita city,2024-11-12,16.3,23.6,12.2,0,85
Hita city,2024-11-13,15.5,23.2,10.7,0,83
Hita city,2024-11-14,17.2,25.4,11.3,0,83
Hita city,2024-11-15,18.2,21.3,15.8,0,90
Hita city,2024-11-16,19,23.4,16.7,0,89
Hita city,2024-11-17,17.5,21,15.5,0.5,92
Hita city,2024-11-18,14.2,18.2,11.6,0,70
Hita city,2024-11-19,10.9,15.1,5.8,0,65
Hita city,2024-11-20,11,18.4,3.6,0,75
Hita city,2024-11-21,12.1,18.3,7,0,80
Hita city,2024-11-22,10.6,18.2,6.3,0,79
Hita city,2024-11-23,9.3,15.6,4.6,0,79
Hita city,2024-11-24,8.2,15.2,3.4,0,78
Hita city,2024-11-25,8.9,17.2,1.9,0,78
Hita city,2024-11-26,12.4,17.8,8.4,20,87
Hita city,2024-11-27,8.9,14.5,6.6,5.5,88
Hita city,2024-11-28,8.2,12.4,5.9,3,84
Hita city,2024-11-29,7.7,10.8,6.2,7.5,89
Hita city,2024-11-30,8.1,14.2,4.3,0,84
Hita city,2024-12-1,8.5,16.5,2.2,0.5,83
Hita city,2024-12-2,11.6,19.8,6.4,1.5,87
Hita city,2024-12-3,10.6,18.1,6,0,84
Hita city,2024-12-4,6.8,12.8,3.4,0,85
Hita city,2024-12-5,7,13.1,2.8,0,81
Hita city,2024-12-6,7.3,13.3,3,0,79
Hita city,2024-12-7,6.6,12.2,2.7,0,73
Hita city,2024-12-8,5.8,11,2.1,2,76
Hita city,2024-12-9,5.2,11.9,-0.1,0,77
Hita city,2024-12-10,6.1,13.6,1.8,0,81
Hita city,2024-12-11,5.4,12.8,0.3,0,85
Hita city,2024-12-12,7.6,14.3,3.5,1.5,85
Hita city,2024-12-13,5.4,12.1,1.1,1.5,91
Hita city,2024-12-14,5,9.7,2.3,1,76
Hita city,2024-12-15,5.3,9.5,1.9,1,81
Hita city,2024-12-16,6.4,11.1,2.6,0,76
Hita city,2024-12-17,5.2,11.3,0.8,0,80
Hita city,2024-12-18,3.7,9.3,-0.8,1,85
Hita city,2024-12-19,3.5,9.1,0.3,5.5,89
Hita city,2024-12-20,3.8,11.9,-1.5,0,84
Hita city,2024-12-21,5.5,11.1,1.8,1,80
Hita city,2024-12-22,4.5,9,-1.1,0,64
Hita city,2024-12-23,2.4,10.2,-3.3,0,78
Hita city,2024-12-24,3.5,11.9,-1.8,0,77
Hita city,2024-12-25,4.9,13.7,-3.1,0,80
Hita city,2024-12-26,8.1,14,4.4,3.5,82
Hita city,2024-12-27,6.6,9.6,3.8,0,64
Hita city,2024-12-28,4.9,8.1,3.3,0.5,70
Hita city,2024-12-29,5.2,9.7,2.5,0,69
Hita city,2024-12-30,5,12.8,0.1,0,82
Hita city,2024-12-31,6.5,12.9,0,0.5,77